供应商,供货商来货品名,图片, 单价（含采购运费） ,雷阳品名规格,"编码代码
（大类）","编码代码
（小类）",末位流水编号,雷阳货号,成本价（含打包费用及发货运费等）,子件货号,,最新采购价格日期
徐州鼎鸿玻璃科技有限公司,喷油壶喷油瓶厨房家用喷倒两用一体玻璃油壶雾化油瓶油喷壶不挂油 容量: 新款470m黑色,#NAME?, 4.10 ,油壶470ML黑色,CJ,06,0009,CJ060009,4.59,,,
阳江市江城区星厨汇五金制品厂,厨用烘焙硅胶擀面杖套装中号揉面擀面棍烘焙套装擀面棍揉面垫套装 规格: 【薄荷绿】擀面杖套装,#NAME?, 8.20 ,薄荷绿擀面杖套装（袋装）,CJ,07,0001,CJ070001,9.18,,,10月22日
永康市通涛硅胶制品厂,厂家定制硅胶揉面垫食品级加厚不粘面垫擀面杖擀面垫子家用和面垫 规格: 50*70,#NAME?, 8.90 ,京喜揉面垫卡通50*70,CJ,07,0002,CJ070002,9.97,,,
永康市通涛硅胶制品厂,厂家定制硅胶揉面垫食品级加厚不粘面垫擀面杖擀面垫子家用和面垫 规格: 40*50,#NAME?, 6.50 ,京喜揉面垫卡通40*50带防水边,CJ,07,0003,CJ070003,7.28,,,
永康市通涛硅胶制品厂,厂家定制硅胶揉面垫食品级加厚不粘面垫擀面杖擀面垫子家用和面垫 规格: 60*80,#NAME?, 16.00 ,京喜揉面垫卡通60*80带防水边,CJ,07,0004,CJ070004,17.92,,,
永康市通涛硅胶制品厂,厂家定制硅胶揉面垫食品级加厚不粘面垫擀面杖擀面垫子家用和面垫 规格: 50*70,#NAME?, 9.73 ,京喜揉面垫卡通50*70带防水边,CJ,07,0005,CJ070005,10.9,,,
义乌市唱身电子商务商行（个体工商户）,厨房实木擀面杖不粘木制压面棍烘焙工具 包饺子皮擀面棍擀面棒 规格: 28cm左右 颜色: 原木,#NAME?, 1.06 ,擀面杖28cm原木色,CJ,07,0006,CJ070006,1.19,,,
永康市宁怡工贸有限公司,厂家定制硅胶揉面垫食品级加厚不粘面垫擀面杖擀面垫子家用和面垫 规格:40*50防水边小熊款 颜色: 象牙白,#NAME?, 5.60 ,揉面垫小熊40*50带防水边,CJ,07,0007,CJ070007,6.27,,,10月19日
谷米(深圳)实业科技有限公司,大号无蛋阳具透明果冻水晶仿真中小号穿戴成人女用自慰棒 假阴茎 规格: 6号透明色,#NAME?, 6.70 ,大号无蛋阳具6号透明色,CR,01,0001,CR010001,7.5,,,
谷米(深圳)实业科技有限公司,大号无蛋阳具透明果冻水晶仿真中小号穿戴成人女用自慰棒 假阴茎 规格: 7号透明色,#NAME?, 8.20 ,大号无蛋阳具7号透明色,CR,01,0002,CR010002,9.18,,,
谷米(深圳)实业科技有限公司,大号无蛋阳具透明果冻水晶仿真中小号穿戴成人女用自慰棒 假阴茎 规格: 6号透明色,#NAME?, 6.30 ,假阴茎中小号6号透明色,CR,01,0003,CR010003,7.06,,,
谷米(深圳)实业科技有限公司,大号无蛋阳具透明果冻水晶仿真中小号穿戴成人女用自慰棒 假阴茎 规格: 5号透明色,#NAME?, 5.00 ,假阴茎中小号5号透明色,CR,01,0004,CR010004,5.6,,,
谷米(深圳)实业科技有限公司,大号无蛋阳具透明果冻水晶仿真中小号穿戴成人女用自慰棒 假阴茎 规格: 7号透明色,#NAME?, 7.80 ,假阴茎中小号7号透明色,CR,01,0005,CR010005,8.74,,,
谷米(深圳)实业科技有限公司,女用仿真阳具吸盘罗马大帝 彩色水晶自慰器透明假阳具成人性用品 规格: 肉色【中号】,#NAME?, 11.00 ,彩色水晶自慰器中号肉色,CR,01,0006,CR010006,12.32,,,
谷米(深圳)实业科技有限公司,女用仿真阳具吸盘罗马大帝 彩色水晶自慰器透明假阳具成人性用品 规格: 粉色【中号】,#NAME?, 11.00 ,彩色水晶自慰器中号粉色,CR,01,0007,CR010007,12.32,,,
谷米(深圳)实业科技有限公司,女用仿真阳具吸盘罗马大帝 彩色水晶自慰器透明假阳具成人性用品 规格: 紫色【中号】,#NAME?, 11.00 ,彩色水晶自慰器中号紫色,CR,01,0008,CR010008,12.32,,,
谷米(深圳)实业科技有限公司,外贸热销水晶套毛毛虫手指套六款组合套装 调情皮套 男性情趣用品 规格: 透黑6件套(盒装),#NAME?, 6.30 ,毛毛虫手指套透黑色6件套,CR,01,0009,CR010009,7.06,,,
谷米(深圳)实业科技有限公司,外贸热销水晶套毛毛虫手指套六款组合套装 调情皮套 男性情趣用品 规格: 透蓝色6件套(盒装),#NAME?, 6.30 ,毛毛虫手指套透蓝色6件套,CR,01,0010,CR010010,7.06,,,
谷米(深圳)实业科技有限公司,外贸热销水晶套毛毛虫手指套六款组合套装 调情皮套 男性情趣用品 规格: 透明6件套(盒装),#NAME?, 6.30 ,毛毛虫手指套透明色6件套,CR,01,0011,CR010011,7.06,,,
东莞市夜潮玩具有限公司,手动仿真阳具水晶透明假阴茎女用情趣TPE材质跨境热销吸盘自慰器 规格: S透明,#NAME?, 8.80 ,吸盘假阴茎S透明,CR,01,0012,CR010012,9.86,,,
东莞市夜潮玩具有限公司,手动仿真阳具水晶透明假阴茎女用情趣TPE材质跨境热销吸盘自慰器 规格: L透明,#NAME?, 14.00 ,吸盘假阴茎L透明,CR,01,0013,CR010013,15.68,,,
东莞市夜潮玩具有限公司,手动仿真阳具水晶透明假阴茎女用情趣TPE材质跨境热销吸盘自慰器 规格: M透明,#NAME?, 12.00 ,吸盘假阴茎M透明,CR,01,0014,CR010014,13.44,,,
东莞市夜潮玩具有限公司,手动仿真阳具水晶透明假阴茎女用情趣TPE材质跨境热销吸盘自慰器 规格: XL透明,#NAME?, 18.80 ,吸盘假阴茎XL透明,CR,01,0015,CR010015,21.06,,,
宁波市奉化凯诺成人用品厂,厂家批发男用自慰器阴臀倒模软硅胶名器飞机杯成人性保健情趣品 规格: 丰乳小妹-345克,#NAME?, 10.87 ,自慰器丰乳小妹,CR,01,0016,CR010016,12.17,,,
宁波市奉化凯诺成人用品厂,实体软胶小名气飞机杯男用阴臀倒模自慰器男性成人情趣用品批发 规格: 蜜桃3D动感-180克,#NAME?, 8.92 ,自慰器蜜桃3D动感,CR,01,0017,CR010017,9.99,,,
宁波市奉化凯诺成人用品厂,法娜拉男用自慰器 阴臀倒模名器飞机杯男性成人情趣用品批发 规格: 性感女上司510克,#NAME?, 13.82 ,自慰器性感女上司,CR,01,0018,CR010018,15.48,,,
宁波市奉化凯诺成人用品厂,法娜拉厂家外贸仿真阳具震动棒女用自慰器成人情趣性用品批发 规格: 手动棕色中号,#NAME?, 9.87 ,阳具震动棒手动棕色中号,CR,01,0019,CR010019,11.05,,,
宁波市奉化凯诺成人用品厂,法娜拉厂家外贸仿真阳具震动棒女用自慰器成人情趣性用品批发 规格: 手动黑色大号,#NAME?, 11.12 ,阳具震动棒手动黑色大号,CR,01,0020,CR010020,12.45,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 摇摆王小号,#NAME?, 11.92 ,阳具震动棒手动摇摆王小号,CR,01,0021,CR010021,13.35,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 手动咖啡色大号,#NAME?, 8.92 ,阳具震动棒手动咖啡色大号,CR,01,0022,CR010022,9.99,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 筋爆战士-有线摇摆伸缩中号,#NAME?, 29.12 ,阳具震动棒筋爆战士有线摇摆伸缩中号,CR,01,0023,CR010023,32.61,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 摇摆王大号,#NAME?, 16.75 ,阳具震动棒摆王大号,CR,01,0024,CR010024,18.76,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 手动肉色小号,#NAME?, 6.92 ,阳具震动棒手动肉色小号,CR,01,0025,CR010025,7.75,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 筋爆战士-无线摇摆伸缩大号,#NAME?, 41.12 ,阳具震动棒筋爆战士无线摇摆伸缩大号,CR,01,0026,CR010026,46.05,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 筋爆战士-无线摇摆伸缩小号,#NAME?, 37.12 ,阳具震动棒筋爆战士无线摇摆伸缩小号,CR,01,0027,CR010027,41.57,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 筋爆战士-无线摇摆伸缩中号,#NAME?, 39.12 ,阳具震动棒筋爆战士无线摇摆伸缩中号,CR,01,0028,CR010028,43.81,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 霸道舌舔阳具【伸缩+摇摆+震动+加温+舌舔】,#NAME?, 39.12 ,阳具震动棒霸道舌舔阳具,CR,01,0029,CR010029,43.81,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: 摇摆王中号,#NAME?, 16.12 ,阳具震动棒摇摆王中号,CR,01,0030,CR010030,18.05,,,
宁波市奉化凯诺成人用品厂,现货批发电动仿真阳具女用按摩震动棒摇摆自慰器成人情趣性用品 规格: USB变频阳具小号（伸缩加温）,#NAME?, 20.12 ,阳具震动棒USB变频小号,CR,01,0031,CR010031,22.53,,,
宁波市奉化凯诺成人用品厂,成人情趣用品男用阴臀倒模飞机杯手动按摩器源头工厂一件代发 规格: 肥唇熟妇,#NAME?, 15.42 ,男用手动按摩器肥唇熟妇,CR,01,0032,CR010032,17.27,,,
,硅胶宠物罐头盖红色,#NAME?, 1.63 ,宠物罐头盖红色,CW,01,0001,CW010001,1.83,,,
,硅胶绿色,#NAME?, 1.63 ,宠物罐头盖绿色,CW,01,0002,CW010002,1.83,,,
,硅胶宠物罐头盖橙色,#NAME?, 1.63 ,宠物罐头盖橙色,CW,01,0003,CW010003,1.83,,,
,硅胶宠物罐头盖深蓝色,#NAME?, 1.63 ,宠物罐头盖深蓝色,CW,01,0004,CW010004,1.83,,,
,硅胶宠物罐头盖天蓝色,#NAME?, 1.63 ,宠物罐头盖天蓝色,CW,01,0005,CW010005,1.83,,,
深圳市飞奥达科技有限公司,跨境新款宠物硅胶狗粮包户外便携随身训犬遛狗喂食腰包零食袋批发 规格: 宠物零食袋 颜色: 莴苣,#NAME?, 8.70 ,宠物零食袋浅绿色,CW,01,0006,CW010006,9.74,,,
深圳市飞奥达科技有限公司,跨境新款宠物硅胶狗粮包户外便携随身训犬遛狗喂食腰包零食袋批发 规格: 宠物零食袋 颜色: 橄榄石,#NAME?, 8.70 ,宠物零食袋橄深绿色,CW,01,0007,CW010007,9.74,,,
东莞市杰普达美妆用品有限公司,2023跨境硅胶宠物慢食球 狗狗多功能藏食收纳器 宠物益智漏食器 颜色: 红绿色 规格: 散装,#NAME?, 8.89 ,宠物慢食球水果形状红绿色,CW,01,0008,CW010008,9.96,,,
东莞市杰普达美妆用品有限公司,2023跨境硅胶宠物慢食球 狗狗多功能藏食收纳器 宠物益智漏食器 颜色: 草绿色 规格: 散装,#NAME?, 8.89 ,宠物慢食球水果形状草绿色,CW,01,0009,CW010009,9.96,,,
东莞市杰普达美妆用品有限公司,2023跨境硅胶宠物慢食球 狗狗多功能藏食收纳器 宠物益智漏食器 颜色: 黄色 规格: 散装,#NAME?, 8.89 ,宠物慢食球水果形状黄色,CW,01,0010,CW010010,9.96,,,
东莞市杰普达美妆用品有限公司,2023跨境硅胶宠物慢食球 狗狗多功能藏食收纳器 宠物益智漏食器 颜色: 橙色 规格: 散装,#NAME?, 8.89 ,宠物慢食球水果形状橙色,CW,01,0011,CW010011,9.96,,,
杭州狸奴宠物用品有限公司,狗狗外出水杯硅胶可折叠便携式水壶大容量喂水器大口径户外随行杯 规格: 浅灰色（550ml/179g）,#NAME?, 18.73 ,便携式水壶550ML浅灰色,CW,01,0012,CW010012,20.98,,,
义乌市泽跃宠物用品有限公司,厂家直销宠物碗狗狗硅胶双碗折叠碗猫吃饭喝水盆外出便携宠物用品 规格: TPE 颜色: 橙色,#NAME?, 9.33 ,宠物折叠双碗橙色,CW,01,0013,CW010013,10.45,,,
义乌市泽跃宠物用品有限公司,厂家直销宠物碗狗狗硅胶双碗折叠碗猫吃饭喝水盆外出便携宠物用品 规格: TPE 颜色: 红色,#NAME?, 9.33 ,双碗折叠碗猫 红色,CW,01,0014,CW010014,10.45,,,
义乌市泽跃宠物用品有限公司,厂家直销宠物碗狗狗硅胶双碗折叠碗猫吃饭喝水盆外出便携宠物用品 规格: TPE 颜色: 粉红色,#NAME?, 9.33 ,双碗折叠碗猫玫红色,CW,01,0015,CW010015,10.45,,,
义乌市泽跃宠物用品有限公司,厂家直销宠物碗狗狗硅胶双碗折叠碗猫吃饭喝水盆外出便携宠物用品 规格: TPE 颜色: 绿色,#NAME?, 9.33 ,双碗折叠碗猫绿色,CW,01,0016,CW010016,10.45,,,
义乌市泽跃宠物用品有限公司,厂家直销宠物碗狗狗硅胶双碗折叠碗猫吃饭喝水盆外出便携宠物用品 规格: TPE 颜色: 黑色,#NAME?, 9.33 ,双碗折叠碗猫黑色,CW,01,0017,CW010017,10.45,,,
义乌市泽跃宠物用品有限公司,厂家直销宠物碗狗狗硅胶双碗折叠碗猫吃饭喝水盆外出便携宠物用品 规格: TPE 颜色: 蓝色,#NAME?, 9.33 ,双碗折叠碗猫蓝色,CW,01,0018,CW010018,10.45,,,
深圳市飞奥达科技有限公司,跨境新款宠物硅胶狗粮包户外便携随身训犬遛狗喂食腰包零食袋批发 规格: 宠物零食袋 颜色: 米白色,#NAME?, 8.70 ,宠物零食袋米白色,CW,01,0019,CW010019,9.74,,,
深圳市明力达科技有限公司,厂家供应宠物训练漏食玩具户外硅胶宠物慢食喂食器硅胶宠物用品 规格: 9.9*9.9*10.3cm ,#NAME?, 11.00 ,宠物漏食器黑白胡子款,CW,01,0020,CW010020,12.32,,,
深圳市明力达科技有限公司,厂家供应宠物训练漏食玩具户外硅胶宠物慢食喂食器硅胶宠物用品,#NAME?, 11.00 ,宠物漏食器蘑菇款,CW,01,0023,CW010023,12.32,,,
义乌市泽跃宠物用品有限公司,厂家供应宠物折叠碗外出便携狗碗折叠喂食碗连体塑料双碗宠物用品 规格: 31*13*5.5cm ,#NAME?, 9.10 ,宠物漏食器红色,CW,01,0021,CW010021,10.19,,,
义乌市泽跃宠物用品有限公司,厂家供应宠物折叠碗外出便携狗碗折叠喂食碗连体塑料双碗宠物用品 规格: 31*13*5.5cm ,#NAME?, 9.10 ,宠物漏食器粉红色,CW,01,0022,CW010022,10.19,,,
东莞市鑫火硅橡胶制品有限公司,亚马逊热销宠物舔食垫食品级硅胶圆形鱼形吸盘狗舔垫宠物狗舔舐垫 规格: 小鱼儿 卡其灰,#NAME?, 3.31 ,鱼形宠物垫卡其灰色,CW,02,0001,CW020001,3.71,,,
东莞市鑫火硅橡胶制品有限公司,亚马逊热销宠物舔食垫食品级硅胶圆形鱼形吸盘狗舔垫宠物狗舔舐垫 规格: 小鱼儿 蓝色,#NAME?, 3.25 ,鱼形宠物垫蓝色,CW,02,0002,CW020002,3.64,,,
东莞市鑫火硅橡胶制品有限公司,亚马逊热销宠物舔食垫食品级硅胶圆形鱼形吸盘狗舔垫宠物狗舔舐垫 规格: 小鱼儿 绿色,#NAME?, 3.25 ,鱼形宠物垫绿色,CW,02,0003,CW020003,3.64,,,
东莞市独特科技有限公司,宠物舔食垫硅胶食用级猫狗慢食垫食具餐垫舔食盘舔舔垫防滑带吸盘,#NAME?, 7.60 ,宠物慢食垫粉色,CW,02,0008,CW020008,8.51,,,
东莞市独特科技有限公司,宠物舔食垫硅胶食用级猫狗慢食垫食具餐垫舔食盘舔舔垫防滑带吸盘,#NAME?, 7.60 ,宠物慢食垫灰色,CW,02,0009,CW020009,8.51,,,
